S.No,Barcode,Product Name,Quantity,Stock Value,Profit,Profit %,Supplier Name,Category,Sales Rank
5740,3139,CHAKRA GOLD PREMIUM TEA-100GMS,9.0,820.8,72.27,8.8,SRI SAKTHI AGENCIES,Beverages - Tea & Coffee,5740
5741,50267,HERITAGE RADIANT ROSE PRAYER STICKS-50RS,9.0,475.2,100.17,21.08,AP MILK SELLER,Others,5741
5742,63432,MEIYAL CORIANDER POWDER 50GM,9.0,121.5,59.37,48.86,MAA ENTERPRISES,Spices,5742
5743,55160,CHAMPION WATER FILTER XL,9.0,530.93,177.04,33.35,KARTHEESWARI TRADING Co,Beverages - Water,5743
5744,64920,COPPER PANJA PATRAM BIG,9.0,2358.0,795.6,33.74,DHANLAKSHMI HANDICRAFT,Others,5744
5745,62334,GILLETTE VECTOR 99,9.0,855.36,59.85,7.0,BHAWAR SALES CORPORATION,Others,5745
5746,61213,FLAIR MOVE 0.7,9.0,81.0,16.92,20.89,A.S AGENCIES,Others,5746
5747,59275,MY BENTO LUNCH BOX 950ML,9.0,3402.0,977.22,28.72,PUPPY PLASTICS,Others,5747
5748,66355,CHANTHANAM PASTE 30GM,9.0,252.0,117.0,46.43,GAYATHRI JEWELLERS,Others,5748
5749,36606,GREEN MAT ROLL-1MTR,8.5,9265.0,3336.25,36.01,CHENNIMALAI AGENCIES,Bakery,5749
5750,48775,ESTILO BASKET 111,8.0,416.0,148.4,35.67,KARTHEESWARI TRADING Co,Others,5750
5751,33169,PROFAD ECOFRIENDLY FABRIC DETERGENT 1000ML,8.0,2470.0,650.0,26.32,SRI ANNAPOORANI AGENCIES,Household - Cleaning,5751
5752,36511,BOROXX TUMBLER,8.0,690.0,234.0,33.91,GAYATRI ENTERPRISES,Others,5752
5753,8010,KRISHNA UZHUNTHANKALI MIX-200GMS,8.0,608.0,147.2,24.21,KRISHNA BHAVAN FOODS AND SWEETS,Others,5753
5754,65984,KS RUSH-120MLT,8.0,760.32,126.72,16.67,IRAIVI ENTERPRISES,Others,5754
5755,65986,KS URGE-120MLT,8.0,760.32,126.72,16.67,IRAIVI ENTERPRISES,Others,5755
5756,37828,PLASTIC KUDAM SMALL,8.0,660.8,260.8,39.47,BAJAR ITEM,Others,5756
5757,52076,VASELINE DEEP MOISTURE 90ML,8.0,691.2,36.64,5.3,AMMAN ENTERPRISE,Others,5757
5758,13816,VASMOL JASMINE HAIR OIL-90MLT,8.0,268.8,18.8,6.99,SRI GURU ENTERPRISES,Staples - Oils,5758
5759,60479,BMAX BLACK,8.0,180.0,28.0,15.56,STAR STATIONERIES,Others,5759
5760,1932,WEIKFIELD PASTA CHEESY MAC -77GMS,8.0,291.84,36.42,12.48,KARTHIK AGENCY,Others,5760
5761,12204,BLACK MYSORE DAL 200G,8.0,176.0,44.96,25.55,BAJAR ITEM,Staples - Pulses,5761
5762,63191,PRESTIGE SS 23MM WEIGHT ONLY,8.0,1043.2,270.48,25.93,MALA ASSOCIATES PVT LID,Others,5762
5763,15417,PRESTIGE SENIOR GASKET,8.0,792.0,184.8,23.33,MALA ASSOCIATES PVT LID,Others,5763
5764,28729,OSSUM SPRAY,8.0,1810.0,337.2,18.63,RATAN COSMETICS,Others,5764
5765,5377,GARNIER MENS COLOR NATURALS -30MLT,8.0,883.2,46.8,5.3,AJAY AGENCIES,Others,5765
5766,66547,LAKME PEACH MILK 2PRO CERAMIDE,8.0,529.92,86.16,16.26,AMMAN ENTERPRISE,Dairy - Milk,5766
5767,56615,LAKME PEACH MILK MOISTURE-50GMS,8.0,1090.56,173.76,15.93,AMMAN ENTERPRISE,Dairy - Milk,5767
5768,58291,APPLE RAW RICE 26KG,8.0,13520.0,1440.0,10.65,BAJAR ITEM,Staples - Grains,5768
5769,63318,LAKME PERFECT RADIANCE175,8.0,1344.0,427.2,31.79,AMMAN ENTERPRISES COOM ENTERPRISE,Others,5769
5770,8283,EVEREADY LED BULB 5W,8.0,817.35,335.91,41.1,SRI MAHALAKSHMI TRADERS,Electronics - Small,5770
5771,11560,WAX CRAYON XL 16 SHADES,8.0,360.0,80.08,22.24,VIJAY ENTERPRISES,Others,5771
5772,54391,MAGNETIC DUSTER-509,8.0,512.0,191.04,37.31,MAYUR STATIONERS,Others,5772
5773,33385,PREMIER FACIAL TISSUES,8.0,2520.0,840.0,33.33,MAHALAKSHMI DISTRIBUTORS,Household - Paper,5773
5774,33386,PREMIER FACIAL TISSUE 200-21,8.0,2304.0,768.0,33.33,MAHALAKSHMI DISTRIBUTORS,Household - Paper,5774
5775,32939,VEG.SERVING SPOON MEDIUM,8.0,880.32,251.52,28.57,MAHALAKSHMI TRADERS,Others,5775
5776,64333,GOOD DAY BUTTER BLUE10,8.0,76.8,3.68,4.79,R.K.MARKETING,Dairy - Cheese & Butter,5776
5777,62893,VEGE KNIFE139 BLACK,8.0,834.0,278.0,33.33,NATIONAL AGENCIES,Others,5777
5778,49149,BINGO ORIGINAL STYLE CHILLI 45G,8.0,153.6,38.72,25.21,NANDHINI TRADE,Others,5778
5779,65144,BINGO MASALA POTATO CHIPS 10,8.0,76.8,8.0,10.42,NANDHINI TRADE,Snacks - Chips,5779
5780,12498,BINDU APPALAMS-270GMS,8.0,1528.32,541.28,35.42,SELVAVINAYAGAM AGENCY,Others,5780
5781,14446,BINDING PASTE-500GMS,8.0,216.0,96.0,44.44,STAR STATIONERIES,Others,5781
5782,14234,LAYS C&O MRP 85,8.0,599.04,87.36,14.58,SHRI THENANDAL ENTERPRISES,Snacks - Chips,5782
5783,7058,BINDI-5RS,8.0,40.0,16.0,40.0,SRI ARULJOTHI SUPER STORE,Others,5783
5784,24084,BINDER CLIPS,8.0,60.0,21.8,36.33,SMART ADS PRO,Others,5784
5785,11879,BIGEN ORIENTAL BLACK NO 10,8.0,652.8,61.6,9.44,ISAI TRADERS,Others,5785
5786,20927,VETTI VER MG,8.0,152.0,53.44,35.16,MURUGAN STORES,Others,5786
5787,3388,BHARATVASI -55RS,8.0,418.0,92.94,22.23,D.K.ENTERPRISES,Others,5787
5788,57120,BETTER HOME SQUARE MARBELLA MUG 1100ML,8.0,648.0,213.76,32.99,RAJ PLASTICS,Others,5788
5789,58439,LEO MP STAND,8.0,624.0,207.68,33.28,KARTHEESWARI TRADING Co,Others,5789
5790,35136,MAGIC SLATE MED,8.0,1216.0,496.0,40.79,BISMI SCHOOL NEEDS,Others,5790
5791,1635,EVEREADY AAA,8.0,129.6,35.2,27.16,SRI MAHALAKSHMI TRADERS,Others,5791
5792,30830,VICCO VAJRADANTI SAUNF F-80GMS,8.0,460.8,24.8,5.38,MURUGAN ENTERPRISES,Others,5792
5793,51326,LEVISTA PREMIUM COFFEE JAR-50GMS,8.0,1241.6,105.65,8.51,ASWIN AGENCY,Beverages - Tea & Coffee,5793
5794,65152,ARAHAM DOOR CURTAIN,8.0,2096.0,710.0,33.87,BAKKIYAM TEXTAILS,Others,5794
5795,40212,ARIEL 1 KG500G FREE LIQ,8.0,2833.92,155.36,5.48,BHAWAR SALES CORPORATION,Others,5795
5796,66289,ARIEL BLUE 1 KG,8.0,1374.72,93.04,6.77,BHAWAR SALES CORPORATION,Others,5796
5797,60457,EVEREADY MOSQUITO RACQUET POWER ZAP,8.0,4392.0,710.4,16.17,SRI MAHALAKSHMI TRADERS,Others,5797
5798,38871,PAMPERS XL SIZE-7PCS,8.0,1144.8,97.98,8.56,BHAWAR SALES CORPORATION,Others,5798
5799,50272,LIA JAS-55RS,8.0,422.4,89.04,21.08,SRI RAM TRADERS,Others,5799
5800,11470,ARIEL COLOUR CARE 1KG500G FREE,8.0,2626.56,143.92,5.48,BHAWAR SALES CORPORATION,Others,5800
5801,28478,LIBRA LEO HANDI SMALL,8.0,1480.0,505.6,34.16,BAJAR ITEM,Others,5801
5802,52989,VICKS ROLL ON INHALER,8.0,768.0,156.16,20.33,BHAWAR SALES CORPORATION,Bakery,5802
5803,843,VICKS VAPORUB EXTRA STRONG -10MLT,8.0,422.4,73.6,17.42,BHAWAR SALES CORPORATION,Others,5803
5804,42628,SUN KULI KARANDI NO.3,8.0,440.0,148.8,33.82,SUNSHINE STEELS,Others,5804
5805,43158,LIFEBUOY GERM HAND WASH 80ML,8.0,230.4,12.24,5.31,AMMAN ENTERPRISES COOM ENTERPRISE,Others,5805
5806,55675,LIFEBUOY HW NEEM PROTECT B1 G1-675MLT,8.0,1674.24,88.8,5.3,AMMAN ENTERPRISE,Others,5806
5807,40119,EVA BOWEL,8.0,288.0,108.08,37.53,GAYATRI ENTERPRISES,Others,5807
5808,64909,BEIZIUM MAT 4570,8.0,2392.0,744.0,31.1,ROYAL MARKETING,Others,5808
5809,49194,ARIEL MATIC TOPLOAD-2MLT,8.0,4250.0,967.21,22.76,BHAWAR SALES CORPORATION,Others,5809
5810,15505,BED 36 KATTAM,8.0,10320.0,3720.0,36.05,BAJAR ITEM,Staples - Grains,5810
5811,65717,BASKET U-133,8.0,576.0,193.68,33.62,EVERYDAY HOUSE ITEMS,Others,5811
5812,19717,GOOREJ EXPERT 30,8.0,308.0,24.8,8.05,IRAIVI ENTERPRISES,Others,5812
5813,65713,BASKET U-131,8.0,448.0,150.64,33.62,EVERYDAY HOUSE ITEMS,Others,5813
5814,60893,PONDS BRIGHT BEAUTY-330RS,8.0,2534.4,823.06,32.48,AMMAN ENTERPRISE,Others,5814
5815,54551,LIPTON GREEN TEA 100G CLEAR&LIGHT,8.0,1319.2,97.81,7.41,AMMAN ENTERPRISE,Beverages - Tea & Coffee,5815
5816,67063,WASHING BRUSH 6985,8.0,672.0,224.0,33.33,ROYAL MARKETING,Others,5816
5817,14835,SOULFULL RAGI BITES STRAWBERRY FILLS-250GMS,8.0,1681.92,677.92,40.31,SRI SAKTHI AGENCIES,Others,5817
5818,66069,ORIGINAL FRIED RICE MASALA- RS 10,8.0,72.0,12.0,16.67,AV CUBE LOGISTIC,Staples - Grains,5818
5819,12781,LISTERIN FRESHBURST,8.0,1800.0,160.0,8.89,KAVITHA ENTERPEISES,Others,5819
5820,47829,SUN OVAL BOX NO.3,8.0,1072.0,310.4,28.96,SUNSHINE STEELS,Others,5820
5821,55045,3 ROSE TOP STAR 500G,8.0,3336.8,314.88,9.44,AMMAN ENTERPRISES COOM ENTERPRISE,Others,5821
5822,30074,ENO BLUE REGULAR,8.0,76.8,10.16,13.23,N.K.AHAMMED,Others,5822
5823,61022,VOLINI PAIN RELIEF SPRAY 42GM,8.0,1436.16,258.16,17.98,BAJAR ITEM,Others,5823
5824,39992,LOREAL MOISTURE FILLING CONDI-180MLT,8.0,2296.32,121.84,5.31,AJAY AGENCIES,Others,5824
5825,17926,VOLINI PAIN RELIFE SPRAY-15GMS,8.0,583.68,101.68,17.42,BAJAR ITEM,Others,5825
5826,65418,LOREAL PARIS HM 180ML,8.0,1374.64,72.88,5.3,AJAY AGENCIES,Others,5826
5827,23126,SOUR CREAM&ONION SEASON,8.0,1144.32,190.72,16.67,PRAVEENA AGENCIES,Dairy - Cheese & Butter,5827
5828,6016,LOREL PARIS ANTI HAIR FALL-83GMS,8.0,729.6,38.72,5.31,AJAY AGENCIES,Others,5828
5829,26917,WASHING BALL,8.0,667.0,225.68,33.84,KONICA MARKETING,Others,5829
5830,40602,LPG GAS STOVE RUBBER LEG,8.0,120.0,80.0,66.67,BAJAR ITEM,Others,5830
5831,33533,LUDO DICE COLOUR MED,8.0,80.0,35.2,44.0,KAVERI SPORTS,Others,5831
5832,33531,LUDO DICE TRANS SMALL,8.0,48.0,21.12,44.0,KAVERI SPORTS,Others,5832
5833,33530,LUDO DICE WOOD SMALL,8.0,144.0,63.36,44.0,KAVERI SPORTS,Others,5833
5834,6432,ENCHANTEUR ROMANTIC-250GMS,8.0,1956.48,245.1,12.53,SRI BAALAJI AGENCIES,Others,5834
5835,9799,WALKER WG5007 FOOTWEAR,8.0,1756.8,540.8,30.78,MOONLIGHT,Others,5835
5836,65551,VVS GROUNDNUT OIL LIT,8.0,1912.0,224.0,11.72,INDRA AGENCIES,Staples - Oils,5836
5837,51458,SOXZON SOCKS,8.0,232.0,88.64,38.21,SSCH BELTCAPSOCKS,Others,5837
5838,61817,WALKARO BASIX 1265 FOOTWEAR,8.0,1940.4,372.4,19.19,MOONLIGHT,Others,5838
5839,46478,LUX BRIGHT GLOWSOAP-10RS,8.0,76.8,3.36,4.38,AMMAN ENTERPRISES COOM ENTERPRISE,Personal Care - Soap,5839
5840,42571,WALKARO 5060 FOOTWEAR,8.0,2206.7,533.7,24.19,MOONLIGHT,Others,5840
5841,66001,PONDS SKIN INSTITUE-24MLT,8.0,806.4,86.4,10.71,SANGESHWARA ENTREPRISES,Others,5841
5842,6437,ENCHANTEUR ALLURING-75GMS,8.0,913.92,149.92,16.4,SRI BAALAJI AGENCIES,Others,5842
5843,22890,MY BENTO 355ML CONTAINER,8.0,1304.0,372.8,28.59,PUPPY PLASTICS,Others,5843
5844,28133,M.N EYEBROW PENCIL,8.0,192.0,72.0,37.5,NEW DEV TRADERS,Stationery,5844
5845,16706,WOOD COCONUT KINFE,8.0,360.0,118.08,32.8,BAJAR ITEM,Staples - Oils,5845
5846,60729,AVON BOWL,8.0,176.0,66.8,37.95,BAJAR ITEM,Others,5846
5847,12704,MADHURAM MUFFIN PINAPPLE,8.0,499.2,78.88,15.8,S.V.S.AGENCY,Others,5847
5848,45907,EMAMI FAIR AND HANDSOME CREAM-15GMS,8.0,307.2,19.2,6.25,KAVITHA ENTERPEISES,Dairy - Cheese & Butter,5848
5849,50388,YARDLEY LONDON ELEGANCE 21,8.0,691.2,93.52,13.53,SRI BAALAJI AGENCIES,Others,5849
5850,36909,MIX DRY FRUITS 200G,8.0,2293.0,456.0,19.89,RANUJA ENTERPRISES,Others,5850
5851,67091,ECSCTACY 50GM POUCH,8.0,208.0,76.32,36.69,BALAMURUGAN TRADERS,Others,5851
5852,52766,MIRROR SMALL,8.0,280.0,91.2,32.57,NEW DEV TRADERS,Others,5852
5853,23184,ECO BASKET JUMBO PRAKASH,8.0,977.28,303.28,31.03,RATAN PLASTICS,Others,5853
5854,59139,SS CUP MOP PLAIN,8.0,1034.88,418.88,40.48,SMILE INDIA,Household - Paper,5854
5855,49525,MY BENTO RECTANG CHARM 0042,8.0,1014.88,290.0,28.57,PUPPY PLASTICS,Others,5855
5856,64629,GREENITY SOCKS 74,8.0,440.0,171.2,38.91,SSCH BELTCAPSOCKS,Others,5856
5857,47832,SUN SQ BOX NO.3,8.0,1038.0,299.92,28.89,SUNSHINE STEELS,Others,5857
5858,36928,FLAIR V2GEL20,8.0,144.0,23.92,16.61,A.S AGENCIES,Others,5858
5859,23081,AACHI PANI PURI KIT FAMILY,8.0,652.8,132.8,20.34,AV CUBE LOGISTIC,Others,5859
5860,52471,MINT BASKET 111,8.0,592.0,201.2,33.99,KARTHEESWARI TRADING Co,Others,5860
5861,13578,AACHI PAPPER CHICKEN MASALA-50GMS,8.0,324.0,124.0,38.27,AV CUBE LOGISTIC,Spices,5861
5862,63891,SUN THATTU NO.5,8.0,280.0,82.88,29.6,SUNSHINE STEELS,Others,5862
5863,62818,SS DOUBLE WALL MUG SMALL,8.0,771.0,257.89,33.45,SUNSHINE STEELS,Others,5863
5864,43595,AACHI PULIOGARE POWDER 100G,8.0,504.0,120.0,23.81,AV CUBE LOGISTIC,Others,5864
5865,35256,SUN VADITHATTU N0.7.5,8.0,528.0,151.68,28.73,SUNSHINE STEELS,Others,5865
5866,56016,MINI DUSTER,8.0,192.0,64.0,33.33,ROYAL MARKETING,Others,5866
5867,12044,SUNDROP COCOA NUT ALS 160G,8.0,1152.0,80.56,6.99,SRISAA ENTERPRISE,Others,5867
5868,54626,DUNE BASKET 333 WITH LID,8.0,1264.0,422.88,33.46,KARTHEESWARI TRADING Co,Others,5868
5869,5646,HAIR CLIP -12RS,8.0,96.0,48.0,50.0,GAYATHRI JEWELLERS,Others,5869
5870,7702,SUNDROP PEANUT BUTTER-200GMS,8.0,576.0,40.24,6.99,SRISAA ENTERPRISE,Dairy - Cheese & Butter,5870
5871,52885,MILTON THERMSOSTEEL DD 350ML,8.0,5584.0,1383.84,24.78,NARENDRA MARKETING,Others,5871
5872,50587,SUNDROP PEANUT BUTTER CREAMY-300GMS,8.0,760.32,52.32,6.88,SRISAA ENTERPRISE,Dairy - Cheese & Butter,5872
5873,61492,HALWA BOWL NO.2,8.0,547.6,156.48,28.58,RANJAN SS,Others,5873
5874,26057,GALAXY TUB PRAKASH,8.0,1912.0,588.0,30.75,RATAN PLASTICS,Others,5874
5875,34170,DOVE DEEP MOIS 250ML BW,8.0,1192.0,203.12,17.04,AMMAN ENTERPRISES COOM ENTERPRISE,Others,5875
5876,50059,FLOOR WIPEU-670,8.0,2017.0,668.26,33.13,EVERYDAY HOUSE ITEMS,Others,5876
5877,45334,SCOTCH BRITE SINGLE HOCKEY,8.0,1444.0,217.36,15.05,INDRA AGENCIES,Others,5877
5878,63670,SS LUNCH BOX NO.6,8.0,704.0,238.08,33.82,BAJAR ITEM,Others,5878
5879,63747,FLAIR PLAY PENCIL MICKY,8.0,720.0,119.68,16.62,A.S AGENCIES,Stationery,5879
5880,37278,ORAL B NEEM-150RS,8.0,1080.0,230.0,21.3,BHAWAR SALES CORPORATION,Others,5880
5881,32549,SS PIPE MAXER,8.0,576.0,198.4,34.44,KONICA MARKETING,Others,5881
5882,36009,MILKY MIST PIZZA CHEESE 200,8.0,1192.0,136.0,11.41,INIYA FOODS,Dairy - Milk,5882
5883,41192,DOMS CRAYONS 12 SHADES,8.0,216.0,36.0,16.67,STAR STATIONERIES,Others,5883
5884,14017,DOMS 12 JUMBO CRAYONS,8.0,432.0,72.0,16.67,STAR STATIONERIES,Others,5884
5885,55828,ORAL B CRISSCROSS B2G2,8.0,1152.0,245.28,21.29,BHAWAR SALES CORPORATION,Others,5885
5886,2498,HARIMA BAKING POWDRE -100GRS,8.0,345.6,57.6,16.67,PRAVEENA AGENCIES,Others,5886
5887,50212,SPANNER 1819,8.0,551.0,192.91,35.01,BAJAR ITEM,Others,5887
5888,14801,HARIMA BIRIYANI-20MLT,8.0,706.56,86.16,12.19,PRAVEENA AGENCIES,Others,5888
5889,33440,MILKY MIST CURD400G BIO,8.0,512.0,52.72,10.3,CHENNIMALAI AGENCIES,Dairy - Milk,5889
5890,56192,PARACHUTE ALOE VERA GOLD 400ML,8.0,2456.0,214.0,8.71,KAVITHA ENTERPEISES,Others,5890
5891,45329,SCOTCH BRITE KITCHEN WIPER,8.0,1292.0,194.4,15.05,INDRA AGENCIES,Others,5891
5892,2353,AASHIVAAD ATTA-2KLR,8.0,842.88,47.68,5.66,NANDHINI TRADE,Staples - Grains,5892
5893,63805,DISNEY HOOK NO.1,8.0,600.0,180.48,30.08,RAJ PLASTICS,Others,5893
5894,63804,DISNEY HOOK BIG 6PCS,8.0,600.0,180.48,30.08,RAJ PLASTICS,Others,5894
5895,66604,SUPER MOM SCISSORS NO.8,8.0,1136.0,380.8,33.52,P.R.T.&Co,Others,5895
5896,66263,MYWARE CANVAS PLATE-1100,8.0,1056.0,358.8,33.98,BAJAR ITEM,Household - Paper,5896
5897,13673,AACHI LEMON RICE POWDER-100GMS,8.0,259.2,75.12,28.98,AV CUBE LOGISTIC,Staples - Grains,5897
5898,60720,MYWARE CLARA FULL PLATE,8.0,976.0,329.2,33.73,BAJAR ITEM,Household - Paper,5898
5899,61228,SURAKSHA GAS LPG HOSE,8.0,1176.0,392.0,33.33,BAJAR ITEM,Others,5899
5900,66271,MYWARE SOUP BOWL,8.0,432.0,146.4,33.89,BAJAR ITEM,Others,5900
5901,66272,MYWARE STELLA VEG BOWL,8.0,416.0,147.2,35.38,BAJAR ITEM,Others,5901
5902,55580,ORAL B B2G2,8.0,1161.6,253.76,21.85,BHAWAR SALES CORPORATION,Others,5902
5903,47097,SCOTCH BRITE CHAKRA MOP,8.0,2850.0,428.96,15.05,INDRA AGENCIES,Others,5903
5904,36432,SURF EXCEL LONG LOSTING,8.0,499.2,17.76,3.56,AMMAN ENTERPRISES COOM ENTERPRISE,Others,5904
5905,942,AACHI LEMON RICE PASTE 1 1 -200GMS,8.0,817.0,116.44,14.25,AV CUBE LOGISTIC,Staples - Grains,5905
5906,62553,GIFFY TOUGH,8.0,1574.4,116.56,7.4,ARCHANA TRADING,Others,5906
5907,13430,HEAD AND SHOULDERS LEAVES SILKY BLACK-180MLT,8.0,1632.0,96.04,5.88,BHAWAR SALES CORPORATION,Others,5907
5908,18366,NAIL POLISH REMOVER WIPES,8.0,224.0,96.0,42.86,GAYATHRI JEWELLERS,Baby Care,5908
5909,54612,SLM DISCO COLOUR MOP,8.0,395.84,131.92,33.33,ROYAL MARKETING,Others,5909
5910,64298,ORAL B-198RS,8.0,1425.6,303.6,21.3,BHAWAR SALES CORPORATION,Others,5910
5911,62170,SCISSOR SP-130,8.0,312.0,104.0,33.33,ROYAL MARKETING,Others,5911
5912,65864,SCHOOL LINE MINIPENCIL BOX,8.0,226.72,64.8,28.58,RAJ PLASTICS,Stationery,5912
5913,23134,SCHEZWAN NOODELS 240GM,8.0,614.4,134.8,21.94,SRI VIGNESHWAR AGENCIES,Others,5913
5914,8308,MTR CHILLI POWDER-100GMS,8.0,305.6,163.6,53.53,T.J.MARKETING,Others,5914
5915,66637,PARLE NUTRICRUNCH DIGESTIVES-1KGS,8.0,1584.0,498.32,31.46,A SQUARE MARKETING,Others,5915
5916,65302,DEON FRESH JOYFUL JAS,8.0,540.0,210.0,38.89,SRI VINAYAGA ENTERPRISES,Others,5916
5917,65305,DEON FRESH EX ROSE,8.0,576.0,224.0,38.89,SRI VINAYAGA ENTERPRISES,Others,5917
5918,65303,DEON FRESH CHILLI LEMON GEL,8.0,540.0,210.0,38.89,SRI VINAYAGA ENTERPRISES,Others,5918
5919,11577,SWC CAKE BOX 24 SHADES,8.0,844.8,228.72,27.07,VIJAY ENTERPRISES,Snacks - Bakery,5919
5920,11780,HERSHEYS SYRUP CHOCO-200GMS,8.0,844.8,148.8,17.61,BAJAR ITEM,Medicines & OTC,5920
5921,20755,HI WATT HW BATTERY,8.0,194.0,88.18,45.45,BAJAR ITEM,Electronics - Small,5921
5922,59337,PARLE ORANGE BITE,8.0,460.8,64.32,13.96,A SQUARE MARKETING,Others,5922
5923,52413,DELISOGA 300ML,8.0,672.0,231.44,34.44,KONICA MARKETING,Others,5923
5924,52287,MOOV PAIN RELIEF-20GMS,8.0,929.28,150.8,16.23,CHENNIMALAIAPPA ENTERPRISE,Others,5924
5925,28219,TABLE BOARD,8.0,1584.0,508.8,32.12,STAR STATIONERIES,Others,5925
5926,65514,TABLE BOOK50,8.0,360.0,136.0,37.78,BISMI SCHOOL NEEDS,Others,5926
5927,52976,DECORATION ITEM165,8.0,1320.0,560.0,42.42,SUN DECORATION CENTRE,Others,5927
5928,14731,TABLE MATE ULTRA,8.0,8692.0,2345.67,26.99,BAJAR ITEM,Others,5928
5929,2283,HIMALAYA ALMOND & ROSE SOAP-500GMS,8.0,1474.56,245.76,16.67,KAVITHA ENTERPEISES,Personal Care - Soap,5929
5930,17102,MEXICO WATER BOTTLE RS 62,8.0,473.92,135.44,28.58,RAJ PLASTICS,Beverages - Water,5930
5931,64137,DAZ SUBA NITRA REGULAR,8.0,1296.0,504.0,38.89,SRI VINAYAGA ENTERPRISES,Others,5931
5932,39136,DASAPUSHPAM HERBAL SOAP RS 25,8.0,214.4,22.96,10.71,S.V.S.AGENCY,Health & Nutrition,5932
5933,65364,DARLING NANNARI SARBATH 750ML,8.0,1592.0,197.52,12.41,DARLING SPICES&FOODS,Others,5933
5934,50646,SATARI LOTA NO.3,8.0,1424.0,438.4,30.79,RAMDEV STEEL CENTRE,Others,5934
5935,66577,DANVANTHIRI PODI 100GM VALLARAI,8.0,456.0,96.0,21.05,DHANVANTHIRI FOODS,Others,5935
5936,37923,MERU WOOD DUSTER,8.0,200.0,65.36,32.68,MR BOOK STORE,Others,5936
5937,29408,NEEL SOAP BOX,8.0,165.52,55.2,33.35,RAJ PLASTICS,Personal Care - Soap,5937
5938,52601,SANTOOR FRESH-700MLT,8.0,760.32,95.44,12.55,ARCHANA TRADING,Others,5938
5939,66919,HOOK 047,8.0,573.52,191.2,33.34,EVERYDAY HOUSE ITEMS,Others,5939
5940,20258,AACHA TOMATO GARLIC RICE PASTE 200G,8.0,837.12,124.8,14.91,AV CUBE LOGISTIC,Staples - Grains,5940
5941,61910,MERIT PLUS ROUND TOP NO.9,8.0,864.0,270.64,31.32,SRI NARAYANA METAL INDUSTRIES,Others,5941
5942,23216,PATLA SMALL PRAKASH,8.0,1424.0,420.96,29.56,RATAN PLASTICS,Others,5942
5943,41926,DABUR MESWAK 200G HONEY 50G,8.0,1128.96,230.96,20.46,VINAYAGA&Co,Others,5943
5944,64844,DABUR GLUCOSE-D NEW-250GMS,8.0,307.2,86.48,28.15,VINAYAGA&Co,Health & Nutrition,5944
5945,63151,NESTLE MUNCH BOX,8.0,1228.8,138.4,11.26,SRI JAYALAKSHMI ENTERPRISE,Others,5945
5946,8612,HOT & SPICY KOREAN CHICKEN-80GMS,8.0,422.4,45.84,10.85,SRI ANNAPOORANI AGENCIES,Meat & Seafood,5946
5947,42995,TASTY NIBBLES PRAWN PICKLE 200G,8.0,1036.8,172.8,16.67,SRI BAALAJI AGENCIES,Meat & Seafood,5947
5948,22584,PEANUT BUTTER CREAMY,8.0,1152.0,80.64,7.0,SRISAA ENTERPRISE,Dairy - Cheese & Butter,5948
5949,65161,HOTSTAR WINDOW RING,8.0,2850.0,956.5,33.56,BAKKIYAM TEXTAILS,Others,5949
5950,63284,CYCLE BRAND GOOD LUCK,8.0,76.8,10.08,13.12,AP MILK SELLER,Others,5950
5951,2572,YARDLEY IMPERIAL SANDALWOOD-100GMS,8.0,1113.6,185.52,16.66,SRI BAALAJI AGENCIES,Staples - Pulses,5951
5952,65918,HYDRA BIG WB,8.0,1226.16,350.32,28.57,RAJ PLASTICS,Others,5952
5953,17730,OLIVE SMALL RS 48,8.0,336.0,100.48,29.9,RAJ PLASTICS,Others,5953
5954,13571,AACHI SAMBAR POWDER-500GMS,8.0,1800.0,600.0,33.33,AV CUBE LOGISTIC,Others,5954
5955,66612,SPORT ULTRA 900,8.0,1152.0,384.0,33.33,NARENDRA MARKETING,Others,5955
5956,43658,IDIYAPPAM THATTU SINGLE,8.0,472.0,140.48,29.76,SUNSHINE STEELS,Others,5956
5957,8890,MENS F&L GLOW & HANDSOME-25GMS,8.0,691.2,43.18,6.25,AMMAN ENTERPRISE,Others,5957
5958,48592,COTTON ROLL 50 GM,8.0,288.0,128.0,44.44,MEENAAKSHI ENTERPRISES,Bakery,5958
5959,13216,IDLY RICE IR-20-5KGS,8.0,1960.0,361.6,18.45,BAJAR ITEM,Staples - Grains,5959
5960,27008,COTTON BUDS,8.0,336.0,109.44,32.57,ROYAL MARKETING,Others,5960
5961,21599,ACT 2 CHEESE DELITE,8.0,614.4,43.04,7.01,SRISAA ENTERPRISE,Dairy - Cheese & Butter,5961
5962,22019,COOKER WEIGHT,8.0,760.0,267.2,35.16,BAJAR ITEM,Others,5962
5963,54333,PEDAL BIN MEDIUM,8.0,1742.0,580.88,33.35,RATAN PLASTICS,Staples - Pulses,5963
5964,15094,SAIBOL SKIN OINTMENT,8.0,370.24,98.24,26.53,BAJAR ITEM,Others,5964
5965,47722,INDULEKHA BRINGHA OIL NEW-50MLT,8.0,1797.12,362.0,20.14,AMMAN ENTERPRISE,Staples - Oils,5965
5966,2879,COMPLAN ROYAL CHOCOLATE-200GRS,8.0,1113.6,56.53,5.08,T.J.MARKETING,Beverages - Soft Drinks,5966
5967,13302,FLAIR HYDRA GEL,8.0,180.0,51.2,28.44,MURUGAN STORES,Others,5967
