S.No,Barcode,Product Name,Quantity,Stock Value,Profit,Profit %,Supplier Name,Category,Sales Rank
2951,955,AACHI MIXED FRUIT JAM 11-200GMS,22.0,2217.6,344.96,15.56,AV CUBE LOGISTIC,Others,2951
2952,22040,PARACHUTE COCONUT OIL 300ML,22.0,3985.92,305.47,7.66,KAVITHA ENTERPEISES,Staples - Oils,2952
2953,63860,SHIVASAI APPALAM 200.GM,22.0,1168.2,328.16,28.09,SHIVA SAI ENTERPRISES Pvt Ltd,Others,2953
2954,10204,KPN RAMCHARAN SAND SOAP,22.0,591.36,64.9,10.97,S.V.S.AGENCY,Personal Care - Soap,2954
2955,54369,COLGATE MAX FRESH20,22.0,422.4,79.64,18.85,SCOOTSY LOGISTICS Pvt Ltd,Others,2955
2956,29201,MISTY 222 BASKET ARISTO,22.0,814.0,276.54,33.97,KARTHEESWARI TRADING Co,Others,2956
2957,62993,DOMEX FIGHTS ODOPUR,22.0,2155.78,452.76,21.0,AMMAN ENTERPRISES COOM ENTERPRISE,Others,2957
2958,1075,DOMEX FLOOR CLEANER BLUE-500MLT,22.0,2534.4,318.78,12.58,AMMAN ENTERPRISES COOM ENTERPRISE,Household - Cleaning,2958
2959,20599,SUPDI DUST PAN,22.0,638.0,196.68,30.83,RATAN PLASTICS,Others,2959
2960,14256,3V RICE SEVAI-200GMS,22.0,950.4,165.0,17.36,T.P.ANNAPOORANI ENTERPRISES,Snacks - Namkeen,2960
2961,28009,NATIONAL FLAG CARD,22.0,1056.0,616.0,58.33,BAJAR ITEM,Others,2961
2962,7813,EVEREST TURMERIC POWDER-100GMS,22.0,971.52,121.0,12.45,D.K.ENTERPRISES,Spices,2962
2963,43881,BERRY BUCKET 25L,22.0,13156.0,3915.56,29.76,RAJ PLASTICS,Others,2963
2964,56633,AJAY PRIME BRUSH MEDIUM,22.0,616.0,66.22,10.75,VIJAY ENTERPRISES,Others,2964
2965,60291,RED KAYIRU,22.0,770.0,354.2,46.0,RSM POOJA ITEMS,Others,2965
2966,66370,WILLIAM SCISSORS WS002,22.0,1100.0,484.0,44.0,BAJAR ITEM,Others,2966
2967,8251,EVEREADY ULTIMA BATTER AA,22.0,435.6,85.14,19.55,SRI MAHALAKSHMI TRADERS,Others,2967
2968,54415,BRITA TREAT VANILLA CREME10,22.0,211.2,22.0,10.42,INTELLIGENT RETAIL Pvt Ltd,Pet Care,2968
2969,12095,MANATHAKKALI VATHAL 100GM,22.0,1078.0,431.2,40.0,BAJAR ITEM,Others,2969
2970,55493,ILAHA NYLON ROPES 15M,22.0,1430.0,572.0,40.0,SMILE INDIA,Others,2970
2971,40925,ARIEL TOP LOAD 1L NE,22.0,4510.0,388.96,8.62,BHAWAR SALES CORPORATION,Others,2971
2972,18365,NAIL POLISH 25,22.0,540.0,212.86,39.42,GAYATHRI JEWELLERS,Others,2972
2973,17260,ANABOND 5,22.0,101.2,14.3,14.13,STAR STATIONERIES,Others,2973
2974,66802,SUNFEAST SUPERMILK BISCUIT 140GM,22.0,739.2,89.97,12.17,NANDHINI TRADE,Snacks - Biscuits & Cookies,2974
2975,39980,MOM DISH WASH GEL 500ML,22.0,3146.88,688.38,21.88,BISON CONSUMER PRODUCTS,Others,2975
2976,18865,KRISHNA BHAVAN APPALAM NO 5,22.0,1429.2,320.4,22.42,KRISHNA BHAVAN FOODS AND SWEETS,Others,2976
2977,64231,DAIRY MILK BUBBLY-100RS,22.0,2112.0,138.7,6.57,SAKTHI AGENCIES MT,Dairy - Milk,2977
2978,18423,PASEO SMART EMBOSSED BATHROOM ROLL,22.0,3762.0,238.7,6.35,WIMAX INFOCM,Bakery,2978
2979,58634,H&S 2IN1 CM-180MLT,22.0,5913.6,313.5,5.3,BHAWAR SALES CORPORATION,Others,2979
2980,19427,GREEN EAL ALOEVERA SKIN GEL-60GMS,22.0,1372.8,343.66,25.03,SHREE NAADI AMBAL ENTERPRISES,Others,2980
2981,7966,KRISHNA DHAI RICE POWDER-300GMS,22.0,3657.5,962.5,26.32,KRISHNA BHAVAN FOODS AND SWEETS,Staples - Grains,2981
2982,6576,ACT 2 POPCORN-55RS,22.0,1267.2,88.66,7.0,SRISAA ENTERPRISE,Others,2982
2983,53058,TONGUE PLASTIC 2PCS,22.0,291.0,144.04,49.5,MEENAAKSHI ENTERPRISES,Others,2983
2984,7350,TAPE-18RS,22.0,384.0,168.28,43.82,BAJAR ITEM,Stationery,2984
2985,6152,CONTINENTAL-5RS,22.0,518.95,61.93,11.93,VIJAY MARKETING,Others,2985
2986,5995,CUT MANGO PICKLE -100GMS,22.0,1056.0,176.22,16.69,AV CUBE LOGISTIC,Others,2986
2987,66933,STEEL SCRUBBER 6PCS,22.0,880.0,295.9,33.62,EVERYDAY HOUSE ITEMS,Others,2987
2988,21852,NADA15,22.0,330.0,180.0,54.55,BAJAR ITEM,Others,2988
2989,60253,GOLD FLASH 2 REFFILEMACHINE,22.0,4012.8,720.39,17.95,IRAIVI ENTERPRISES,Others,2989
2990,1848,AACHI TAMARIND RICE POWDER -50GMS,22.0,455.4,125.18,27.49,AV CUBE LOGISTIC,Staples - Grains,2990
2991,66436,AJANTA SOAPCASE,22.0,308.0,109.34,35.5,KARTHEESWARI TRADING Co,Personal Care - Soap,2991
2992,33698,GALA SUPER HOCKEY BRUSH,22.0,1683.0,495.0,29.41,SG MARKETING,Others,2992
2993,42659,GLITTER NOTE 886,22.0,836.0,318.56,38.11,MAYUR STATIONERS,Pet Care,2993
2994,4958,NUTELLA-180GMS,22.0,5038.0,528.0,10.48,GRACE FOODS,Others,2994
2995,55378,ORAL B NEEM SOFT,22.0,2376.0,505.84,21.29,BHAWAR SALES CORPORATION,Others,2995
2996,2239,COLGATE SUPER FLEXI SOFT,22.0,396.0,91.81,23.18,SCOOTSY LOGISTICS Pvt Ltd,Others,2996
2997,55094,WHISPER CHOICE REGULAR 230MM,22.0,773.3,98.78,12.77,BHAWAR SALES CORPORATION,Others,2997
2998,7960,KRISHNA BAJRA PORRIDGE MIX-500GMS,22.0,1943.7,511.74,26.33,KRISHNA BHAVAN FOODS AND SWEETS,Breakfast,2998
2999,57924,ZIP LOCK COVER 23-25PCS,22.0,198.0,99.0,50.0,BEST MARKETING,Others,2999
3000,17977,RAGI BITES .49,22.0,1267.2,354.86,28.0,SRI VIGNESHWAR AGENCIES,Others,3000
3001,56049,LYFCARE ADULT PULL UP PANTS XL10PCS,22.0,7678.0,1026.96,13.38,SUNMAY HEALTH CARE,Clothing & Apparel,3001
3002,33165,PROJANIT ECOFRIENDLY TOILET CLEANER 400ML,22.0,3657.5,962.28,26.31,SRI ANNAPOORANI AGENCIES,Staples - Oils,3002
3003,28845,ANIL PEARL MILLET THOSA MIX,22.0,1267.2,283.58,22.38,MM ENTERPRISES,Others,3003
3004,62282,ONION RING FRYMS,22.0,1089.0,305.9,28.09,SHIVA SAI ENTERPRISES Pvt Ltd,Others,3004
3005,64237,SHIVA SAI 3D FRYM BAT 100GM,22.0,693.0,192.64,27.8,SHIVA SAI ENTERPRISES Pvt Ltd,Others,3005
3006,63643,SUNFLOWER NO.2211 BIG,22.0,4874.0,2064.0,42.35,SMILE INDIA,Staples - Oils,3006
3007,65002,JAWA PRIYA PURE SAMBRANI CUP,22.0,1650.0,660.22,40.01,JAWA PRIYA FOOD PRODUCTS,Household - Paper,3007
3008,39673,ELAI KUNKUMAM BIG,22.0,1611.0,354.6,22.01,RSM POOJA ITEMS,Others,3008
3009,22649,GOPURAM KUMKUM-50GMS,22.0,990.0,440.0,44.44,RSM POOJA ITEMS,Others,3009
3010,65379,LUX RADIANT GLOW VIT C,22.0,4012.8,824.41,20.54,AMMAN ENTERPRISE,Others,3010
3011,2886,GLUCON-D REGULAR -125GRS,22.0,844.8,98.56,11.67,T.J.MARKETING,Others,3011
3012,23572,WHITE SPONGE,22.0,396.0,149.6,37.78,PARAMESHWARAN,Others,3012
3013,36038,RICE PALADA 200G,22.0,1267.2,211.4,16.68,SRI BAALAJI AGENCIES,Staples - Grains,3013
3014,61970,SHIVASAI MOREMELAGAI VATHAL 50GM NEW,22.0,606.6,170.74,28.15,SHIVA SAI ENTERPRISES Pvt Ltd,Others,3014
3015,41530,JAI STACKO-250CON,22.0,1166.0,335.94,28.81,RAJ PLASTICS,Others,3015
3016,36807,MIRCHI BOX MED W LID,22.0,858.0,284.24,33.13,RATAN PLASTICS,Others,3016
3017,7943,PALM CANDY SPCL-500GMS,21.0,5241.6,1419.6,27.08,SRIRAM TRADERS,Sweets & Confectionery,3017
3018,49493,LIFEBUOY TURMERIC 24G,21.0,201.6,7.14,3.54,AMMAN AGENCIES,Spices,3018
3019,66391,SHINGAR KAJAL STICK20,21.0,403.2,88.2,21.88,SRI GURU ENTERPRISES,Others,3019
3020,922,AACHI CITRAN PICKLE-200GMS,21.0,1775.55,284.55,16.03,AV CUBE LOGISTIC,Others,3020
3021,64508,PONDS ALOE VERA-100GMS,21.0,1814.4,477.96,26.34,AMMAN ENTERPRISES COOM ENTERPRISE,Others,3021
3022,64471,MANI MARK KARAS-125GMS,21.0,1310.4,286.65,21.88,P.R.ENTERPRISES,Others,3022
3023,34728,BOTTLE BRUSH U-002,21.0,920.0,309.35,33.62,EVERYDAY HOUSE ITEMS,Others,3023
3024,63154,GILLETTE VENUS SIMPLY SEVER PACK,21.0,8043.84,924.63,11.49,BHAWAR SALES CORPORATION,Snacks - Namkeen,3024
3025,61710,ALEXA BASKET 333,21.0,987.0,340.2,34.47,KARTHEESWARI TRADING Co,Others,3025
3026,2757,SOFT TOUCH OCEAN BREEZE -220MLT,21.0,1877.76,231.3,12.32,ARCHANA TRADING,Others,3026
3027,9307,GOKUL PANEER-100MLT,21.0,766.08,136.71,17.85,T.P.ANNAPOORANI ENTERPRISES,Dairy - Milk,3027
3028,52492,CLINIC PLUS SHAMPOO 80ML.,21.0,1440.0,240.11,16.67,AMMAN ENTERPRISE,Personal Care - Hair,3028
3029,19232,GODREJ RICH CREME,21.0,771.84,60.36,7.82,IRAIVI ENTERPRISES,Others,3029
3030,14078,FEVI GUM LIME-50MLT,21.0,201.6,33.6,16.67,EK OM TRADERS,Others,3030
3031,12699,MDHURAM MUFFIN CHOCOLATE CACK,21.0,1310.4,207.0,15.8,S.V.S.AGENCY,Beverages - Soft Drinks,3031
3032,24246,AACHI CHILLI CHICKEN MASALA 100G,21.0,1209.6,306.39,25.33,AV CUBE LOGISTIC,Spices,3032
3033,27931,AACHI CURRY MASALA 50GM,21.0,567.0,178.5,31.48,AV CUBE LOGISTIC,Spices,3033
3034,33017,RUBY SNEHA NO.2 TIWADI,21.0,567.0,202.37,35.69,KARTHEESWARI TRADING Co,Others,3034
3035,27841,OLYMPIC BALL PLASTICK,21.0,252.0,113.23,44.93,BISMI SCHOOL NEEDS,Others,3035
3036,8628,MANGALDEEP ROSE,21.0,1039.5,237.3,22.83,NANDHINI TRADE,Others,3036
3037,66413,CADBURY GEMS 38UNITS,21.0,1995.0,588.79,29.51,SAKTHI AGENCIES MT,Others,3037
3038,57562,TUPPERWARE 500ML WB-2,21.0,4074.0,1219.0,29.92,VANI ENTERPRISES,Others,3038
3039,63390,VIM FLOOR CLEANER 500ML,21.0,2419.2,529.2,21.88,AMMAN ENTERPRISES COOM ENTERPRISE,Household - Cleaning,3039
3040,45935,MASK,21.0,819.0,348.6,42.56,BAJAR ITEM,Others,3040
3041,39007,HAMSA RAW RICE -26KGS,21.0,35940.0,3390.0,9.43,SAKTHI ENTERPRICES,Staples - Grains,3041
3042,56645,APEX DRAGON GAS LIGHTER,21.0,2058.0,695.1,33.78,P.R.T.&Co,Others,3042
3043,65889,PENCIL CASE 7146,21.0,4935.0,1680.0,34.04,ROYAL MARKETING,Stationery,3043
3044,63664,MINI IDLY THATTU,21.0,1302.0,431.76,33.16,SARAVANA STORE,Others,3044
3045,46484,COURIER COVER 108,21.0,147.0,84.0,57.14,STAR STATIONERIES,Others,3045
3046,50330,RUBY AUDI CLIP,21.0,1398.0,477.27,34.14,KARTHEESWARI TRADING Co,Others,3046
3047,66368,WILLIAM SCISSORS 004,21.0,903.0,399.0,44.19,BAJAR ITEM,Others,3047
3048,52917,MANGAL DEEP FLORA ROSE,21.0,1108.8,305.86,27.58,NANDHINI TRADE,Others,3048
3049,44396,CHERRY BLACK SHINE,21.0,1854.72,186.06,10.03,CHENNIMALAIAPPA ENTERPRISE,Others,3049
3050,51917,FLAIR BOOM ERASER,21.0,189.0,31.5,16.67,A.S AGENCIES,Stationery,3050
3051,7614,EVEREST CORIANDER-100GMS,21.0,806.4,100.38,12.45,D.K.ENTERPRISES,Spices,3051
3052,22955,SPRAY BOTTLE SMALL,21.0,697.8,289.52,41.49,KONICA MARKETING,Others,3052
3053,50296,ARIEL LIQ 3 L 1000ML FREE FRONT LOAD,21.0,12809.0,1028.41,8.03,BHAWAR SALES CORPORATION,Others,3053
3055,56835,GINGELLY OIL PURE MG-1LTR,21.0,7980.0,1260.0,15.79,SRI BAALAJI AGENCIES,Staples - Oils,3055
3056,16583,KNIFE RS 39,21.0,819.0,346.5,42.31,SARAVANA STORE,Others,3056
3057,62068,ORAL B CC-120RS,21.0,2268.0,482.84,21.29,BHAWAR SALES CORPORATION,Others,3057
3058,66441,BRUSH SOFTEE SMALL,21.0,798.0,284.97,35.71,KARTHEESWARI TRADING Co,Others,3058
3059,20164,JOYO PLASTICS 17L BOLPHIN,21.0,4809.0,1491.0,31.0,RAJ PLASTICS,Others,3059
3060,61903,OM SHANTHI PURE PUJA OIL NEW-1MLT,21.0,4435.2,655.2,14.77,SRI RAM TRADERS,Staples - Oils,3060
3061,7273,TOYS-75RS,21.0,1575.0,735.0,46.67,BAJAR ITEM,Others,3061
3062,66440,BRUSH SOFTEE BIG,21.0,1071.0,357.42,33.37,KARTHEESWARI TRADING Co,Others,3062
3063,55665,MUNCH MAX,21.0,403.2,26.46,6.56,SRI JAYALAKSHMI ENTERPRISE,Others,3063
3064,32698,SO EASY BIG MORAM,21.0,1134.0,378.0,33.33,RAJ PLASTICS,Others,3064
3065,57574,PONDS BRIGHT BEAUTY FACEWASH,21.0,1989.12,353.29,17.76,AMMAN ENTERPRISE,Personal Care - Soap,3065
3066,60067,SS CLOTH SCRUBBER,21.0,252.0,115.71,45.92,KONICA MARKETING,Others,3066
3067,44996,MUSK SOAP CASE,21.0,1155.0,560.28,48.51,PARAMESHWARAN,Personal Care - Soap,3067
3068,12820,MILKY MIST CHEESE CUBES120G,21.0,2394.0,295.2,12.33,CHENNIMALAI AGENCIES,Dairy - Milk,3068
3069,61410,TRAY 5000 RANDOM,21.0,3675.0,1050.0,28.57,RATAN PLASTICS,Others,3069
3070,6459,DABUR RED GEL -150GMS,21.0,2741.76,268.59,9.8,VINAYAGA&Co,Others,3070
3071,10718,SRT NEEM OIL 100ML,21.0,1218.0,473.1,38.84,SRI RAGAVENDRA TRADERS,Staples - Oils,3071
3072,64091,LUX MEGA PACK-450GMS,21.0,3729.6,878.36,23.55,AMMAN ENTERPRISES COOM ENTERPRISE,Others,3072
3073,2565,YARDLEY ENGLISH LAVENDER-100GMS,21.0,2923.2,487.07,16.66,SRI BAALAJI AGENCIES,Others,3073
3074,20920,AYURUETHA OIL MASALA,21.0,1029.0,399.0,38.78,RSM POOJA ITEMS,Staples - Oils,3074
3075,11597,EXAM COMPASS,21.0,472.5,78.75,16.67,VIJAY ENTERPRISES,Others,3075
3076,4046,HIMALAYA BABY POWDER-100GMS,21.0,2318.4,428.4,18.48,KAVITHA ENTERPEISES,Baby Care,3076
3077,48227,HENKO BAR-10RS,21.0,201.6,14.7,7.29,DURGA AGENCIES,Others,3077
3078,4792,MAAZA -1200MLT,21.0,1554.0,294.0,18.92,AKS GENERAL STORES,Others,3078
3079,52052,TATA GREEN MOONG,21.0,1874.88,641.64,34.22,SRI VIGNESHWAR AGENCIES,Staples - Pulses,3079
3080,56460,MAXWIN EXAM PAD PVC,21.0,3392.25,1050.05,30.95,MAYUR STATIONERS,Others,3080
3081,1937,WEIKFIELD PASTA PENNE-200GMS,21.0,1411.2,303.43,21.5,KARTHIK AGENCY,Stationery,3081
3082,61665,AACHI GULAB JAMUN MIX 1 1 NEW-175GMS,21.0,2625.0,314.79,11.99,VIGNAVEL LOGISTICS,Others,3082
3083,31099,KUNALS KERCHIEFS,21.0,588.0,213.15,36.25,SHIV SHAKTHI BELT HOUSE,Others,3083
3084,43917,VEG WASH BASKET U-514,21.0,3738.0,1284.78,34.37,EVERYDAY HOUSE ITEMS,Others,3084
3085,58304,DEOFRESH PERFUME BAG LAVENDER-10GRS,21.0,1134.0,440.79,38.87,SRI VINAYAGA ENTERPRISES,Personal Care - Skin,3085
3086,53699,SAVORIT SPRINGL PASTA,21.0,567.0,136.29,24.04,J.S.AGECIES,Others,3086
3087,48746,BIRIYANI MASALA 50GM DARLING,21.0,743.85,252.45,33.94,DARLING SPICES&FOODS,Spices,3087
3088,46784,CAMLIN FOUNTAIN PEN INK ROYAL BLUE-60MLT,21.0,567.0,94.71,16.7,VIJAY ENTERPRISES,Stationery,3088
3089,24037,CLASSMATE RULD NOTE 160PAGS,21.0,2079.0,550.0,26.46,GR ENTERPRISESS,Others,3089
3090,63348,KRISHNA DHAL RICE POWDER-150GMS,21.0,1701.0,378.0,22.22,KRISHNA BHAVAN FOODS AND SWEETS,Staples - Grains,3090
3091,63761,BALAJI 3060 TOWEL,21.0,2071.0,718.6,34.7,BAKKIYAM TEXTAILS,Others,3091
3092,38302,POPULAR APPALAM 225G,21.0,2853.9,792.75,27.78,T.A.V PRODUCTS Pvt Ltd,Others,3092
3093,54343,HAIR REETH RS 54,21.0,1134.0,504.0,44.44,GAYATHRI JEWELLERS,Others,3093
3094,1977,AVT PREMIUM COFFEE-500GMS,21.0,8628.15,500.79,5.8,T.J FOUNDATION,Beverages - Tea & Coffee,3094
3095,20819,BISON WASHING SODA 200GMS,21.0,588.0,147.0,25.0,BISON CONSUMER PRODUCTS,Beverages - Soft Drinks,3095
3096,32772,SAVORIT PASTA PAPE-500GMS,21.0,1134.0,273.21,24.09,J.S.AGECIES,Others,3096
3097,56660,LUX FRESH GLOW SOAP 100G,21.0,902.64,41.4,4.59,AMMAN ENTERPRISE,Personal Care - Soap,3097
3098,11907,24MANTRA TURMERIC POWDER-100GMS,21.0,1201.2,186.0,15.48,MY ORGANIC BAZAAR,Spices,3098
3099,6750,VVD GOLD-10RS,21.0,201.6,12.6,6.25,KAVITHA ENTERPEISES,Others,3099
3100,14781,AACHI GHEE-200MLT,21.0,3870.72,508.62,13.14,AV CUBE LOGISTIC,Dairy - Cheese & Butter,3100
3101,18356,DRESS HOOKS,21.0,525.0,225.71,42.99,BAJAR ITEM,Clothing & Apparel,3101
3102,12740,MADHURAM LONG MURUKKU WHITE,21.0,1108.8,175.14,15.8,S.V.S.AGENCY,Others,3102
3103,65032,TOYS-198RS,21.0,4158.0,1848.0,44.44,BAJAR ITEM,Others,3103
3104,53797,ZIP LOCK COVER 810 -10PCS,21.0,945.0,472.5,50.0,BAJAR ITEM,Others,3104
3105,17418,GRANE SWEET,21.0,1209.6,126.0,10.42,SRI THIRUMALA VENKATESWARI AGENCIES,Sweets & Confectionery,3105
3106,53145,MAYA SUPREM CUP SAMBIRANI,21.0,1489.0,755.4,50.73,RSM POOJA ITEMS,Household - Paper,3106
3107,65912,NEO SMALL WB,21.0,1325.31,378.63,28.57,RAJ PLASTICS,Others,3107
3108,25925,KERCHIEF RS.25,21.0,525.0,194.25,37.0,BAJAR ITEM,Others,3108
3109,52103,KRISHNA RAGIRAVA DOSAI MIX 500G,21.0,1938.0,395.74,20.42,KRISHNA BHAVAN FOODS AND SWEETS,Others,3109
3110,18378,SHINGAR BLACK,21.0,403.2,88.2,21.88,SRI GURU ENTERPRISES,Others,3110
3111,65850,JSK SLEEK PENCIL BOX,21.0,1352.4,386.4,28.57,RAJ PLASTICS,Stationery,3111
3112,62135,GOPURAM KUNKUMA-3RS,21.0,75.6,31.5,41.67,RSM POOJA ITEMS,Others,3112
3113,64398,PARLE MARIE 800GM,21.0,2976.0,927.66,31.17,A SQUARE MARKETING,Others,3113
3114,11903,ORGANIC SUGAR-1KGS,21.0,2923.2,464.0,15.87,MY ORGANIC BAZAAR,Staples - Sugar & Salt,3114
3115,57044,YELLOW SPONGE,21.0,567.0,190.68,33.63,PARAMESHWARAN,Others,3115
3116,6938,ACT 2 GOLDEN SIZZLE POPCORN-55RS,21.0,1209.6,84.63,7.0,SRISAA ENTERPRISE,Others,3116
3117,16353,FOOD CONTAINER RS 8,21.0,168.0,97.44,58.0,BEST MARKETING,Others,3117
3118,36117,DORITOS SWEET CHESE FLAVOUR,21.0,403.2,58.62,14.54,SHRI THENANDAL ENTERPRISES,Sweets & Confectionery,3118
3119,3147,AXE BRAND UNIVERSAL OIL-3MLT,21.0,2058.0,728.07,35.38,GRACE FOODS,Staples - Oils,3119
3120,3789,KESAVARDHINI HAIR OIL-25MLT,21.0,1218.0,80.43,6.6,BAJAR ITEM,Staples - Oils,3120
3121,4886,LEHAR CLB SODA -750MLT,21.0,403.2,87.71,21.75,ESWARI ENTERPRISES,Beverages - Soft Drinks,3121
3122,11881,24MANTRA PUFFED RICE-200GMS,21.0,907.2,151.2,16.67,MY ORGANIC BAZAAR,Staples - Grains,3122
3123,65507,SUNSILK BLACK SHINE NEW-180MLT,21.0,4213.44,702.15,16.66,AMMAN ENTERPRISE,Others,3123
3124,54067,DUNE BASKET MED,21.0,1029.0,326.55,31.73,KARTHEESWARI TRADING Co,Others,3124
3125,66252,KNORR CREAM OF BROCCOLI SOUP RS -20,21.0,403.2,22.26,5.52,AMMAN ENTERPRISE,Dairy - Cheese & Butter,3125
3126,36802,KRISHNA KAIKUTHAL RICE 500KG,21.0,1521.6,261.58,17.19,KRISHNA BHAVAN FOODS AND SWEETS,Staples - Grains,3126
3127,32028,ODONIL LAVENDER MEADOWS-48GMS,21.0,1169.28,349.93,29.93,VINAYAGA&Co,Others,3127
3128,6266,TONGUE CLEANER-5RS,21.0,185.0,84.23,45.53,NEW DEV TRADERS,Household - Cleaning,3128
3129,53848,ORAL B SENSITIVE & GUMS,21.0,1134.0,251.95,22.22,BHAWAR SALES CORPORATION,Others,3129
3130,17561,WILLIAM FINE SCISSORS 11CMS,21.0,1316.0,734.0,55.78,BAJAR ITEM,Others,3130
3131,4094,ANIL NOODLES -60GMS,21.0,201.6,33.6,16.67,MM ENTERPRISES,Others,3131
3132,67021,MAGGI NUTRI LICIOUS VEG ATTA NOODLES-116RS,20.0,2227.2,318.0,14.28,SRI JAYALAKSHMI ENTERPRISE,Staples - Grains,3132
3133,14683,KLF COCONUT MILK-200MLT,20.0,1689.6,265.78,15.73,T.P.ANNAPOORANI ENTERPRISES,Dairy - Milk,3133
3134,65148,RAINBOW PILLOW COVER,20.0,1680.0,567.0,33.75,BAKKIYAM TEXTAILS,Others,3134
3135,28317,KNORR SOUPY NOODLES MAST MASALA 70G,20.0,384.0,17.0,4.43,AMMAN ENTERPRISE,Spices,3135
3136,14998,TRAY 3000.,20.0,1576.0,506.96,32.17,RATAN PLASTICS,Others,3136
3137,35914,TRANSPARENT POUCH,20.0,830.0,332.32,40.04,KAVITHA BAG HOUSE,Others,3137
3138,65045,CADBURY BOURNVILLE CLASSIC 50 DARK-30GMS,20.0,1099.2,76.86,6.99,SAKTHI AGENCIES MT,Others,3138
3139,6394,UJALA SUPREME-250MLT,20.0,1536.0,125.2,8.15,KAVITHA ENTERPEISES,Others,3139
3140,49567,KPN KASTHURI MANJAL POWDER 40GM,20.0,384.0,42.2,10.99,S.V.S.AGENCY,Others,3140
3141,64764,KEEPER 00,20.0,80.0,37.6,47.0,KARTHEESWARI TRADING Co,Others,3141
3142,29290,KEDAR WP18 WATER PUMB,20.0,4960.0,1774.0,35.77,P.R.T.&Co,Beverages - Water,3142
3143,15435,CELLULOSE SPONGE 3PCS,20.0,960.0,322.8,33.62,EVERYDAY HOUSE ITEMS,Others,3143
3144,45914,BRITE COMB MRP.44,20.0,780.0,320.0,41.03,BAJAR ITEM,Others,3144
3145,32064,BRITE COMB MRP.36,20.0,580.0,260.0,44.83,BAJAR ITEM,Others,3145
3146,13086,KRISHNA BAKING SODA-50GMS,20.0,468.0,104.0,22.22,KRISHNA BHAVAN FOODS AND SWEETS,Beverages - Soft Drinks,3146
3147,5095,BRITANNIA 50-50 SWEET SALTY-200GMS,20.0,768.0,74.14,9.65,R.K.MARKETING,Staples - Sugar & Salt,3147
3148,58271,CHEETOS MASALA BALLS,20.0,960.0,340.0,35.42,SHRI THENANDAL ENTERPRISES,Spices,3148
3149,49451,PAPER SOAP,20.0,760.0,320.0,42.11,KRISHNA NOVELTY,Personal Care - Soap,3149
3150,64452,UNIBIC CHOCO CHIP COKIES 30-150GMS,20.0,576.0,126.0,21.88,MADDY DISTRIBUTORS,Others,3150
3151,3328,K.P.NAMBOODIRIS GEL TOOTHPASTE-80GMS,20.0,1036.0,113.0,10.91,S.V.S.AGENCY,Personal Care - Oral,3151
3152,67051,YIPPEE MAGIC MASALA NOODLES,20.0,1152.0,69.8,6.06,NANDHINI TRADE,Spices,3152
3153,66275,JP SOUP BOWL,20.0,360.0,129.0,35.83,BAJAR ITEM,Others,3153
3154,7928,KRISHNA MULTI GRAIN IDIYAPPAM FLOUR-500GMS,20.0,1368.75,243.85,17.82,KRISHNA BHAVAN FOODS AND SWEETS,Staples - Grains,3154
3155,20827,MUKHWAS MADRASI SAUNF,20.0,2180.0,780.0,35.78,MAHADEV CHOC&COSETIC,Others,3155
3156,43017,CLASSMATE NOTE BOOK 160PAGES-55RS,20.0,1147.5,184.3,16.06,GR ENTERPRISESS,Others,3156
3157,18932,CLASSMATE ACCOUNTANCY BOOK,20.0,1260.0,336.0,26.67,GR ENTERPRISESS,Others,3157
3158,54701,RM TIFFIN PLATE 6.5,20.0,980.0,285.6,29.14,RAMDEV STEEL CENTRE,Household - Paper,3158
3159,35338,YELLOW CLOTH 3PCS,20.0,900.0,475.0,52.78,SMILE INDIA,Others,3159
3160,11724,777 RICE SEVAI 200GM,20.0,1228.8,144.2,11.74,MITHRA MARKETING,Snacks - Namkeen,3160
3161,66749,CLOSEUP SUPERFRESH ZINC PROTECH,20.0,2784.0,411.2,14.77,AMMAN ENTERPRISE,Others,3161
3162,40883,3V TASTY REDRICE SEVA-200GMS,20.0,864.0,150.84,17.46,T.P.ANNAPOORANI ENTERPRISES,Snacks - Namkeen,3162
3163,39660,THONNAI MED,20.0,1360.0,560.0,41.18,BEST MARKETING,Others,3163
3164,40884,3V TASTY RAGI SEVA-200GMS,20.0,881.8,176.99,20.07,T.P.ANNAPOORANI ENTERPRISES,Snacks - Namkeen,3164
3165,12022,ACT II BUTTER DELITE BUY 2 GET 1 FREE,20.0,2619.0,209.0,7.98,SRISAA ENTERPRISE,Dairy - Cheese & Butter,3165
3166,65286,THALI KAYIRU NO.4,20.0,300.0,120.0,40.0,RSM POOJA ITEMS,Others,3166
3167,24041,COLOUR LABEL 29MM,20.0,160.0,96.8,60.5,STAR STATIONERIES,Others,3167
3168,15602,COM RS.35,20.0,700.0,360.0,51.43,BAJAR ITEM,Others,3168
3169,7895,PRE- PALM CANDY-200GMS,20.0,2430.0,540.0,22.22,SRIRAM TRADERS,Sweets & Confectionery,3169
3170,841,VICKS VAPORUB-5MLT,20.0,480.0,92.01,19.17,BHAWAR SALES CORPORATION,Others,3170
3171,63430,LIFEBOY CARE SKIN TUMERIC,20.0,652.8,48.2,7.38,AMMAN ENTERPRISES COOM ENTERPRISE,Others,3171
3172,51451,LIFEBUOY GERM PROTECTION 75G,20.0,326.4,11.6,3.55,AMMAN ENTERPRISES COOM ENTERPRISE,Others,3172
