Date:08/23/25,,MURUGAN STORES WHOLESALE SUPERMARKET,,,,,
Fast-moving Stock Report from 08/23/24 to 08/23/25,,,,,,,
S.No,Barcode,Product Name,Quantity,Stock Value,Profit,Profit %,Vendor Name
589,12265,BLACK JEERA 50G,118,3068.00,1394.76,45.46,BAJAR ITEM
590,1619,MEDIMIX SOAP-125GMS,118,5890.56,627.76,10.66,P.R.ENTERPRISES
591,24192,WOOLEN THREAD,118,1794.00,886.84,49.43,BAJAR ITEM
592,12162,BADAM PISIN 50G MG,118,5310.00,1716.90,32.33,BAJAR ITEM
593,46706,SELVA BALAJI CHAMPHOR,118,5782.00,2006.00,34.69,RSM POOJA ITEMS
594,3222,NAGA MAIDA-1KGS,118,10421.76,1984.76,19.04,J.S.AGECIES
595,10735,VISHNU GINGERLY OIL 500 ML,117,19422.00,4180.50,21.52,SRI RAGAVENDRA TRADERS
596,1116,RIN POWDER-500GMS,117,6963.84,545.22,7.83,AMMAN AGENCIES
597,1842,AACHI  KULAMBU CHILLI MASALA-200GMS,117,8318.70,1601.94,19.26,AV CUBE LOGISTIC
598,117,CINTHOL HEALTH SOAP-100GMS,117,6465.60,-398.16,-6.16,IRAIVI ENTERPRISES
599,64075,PARLE-G-30RS,116,3340.80,336.40,10.07,A SQUARE MARKETING
600,48286,ANIL BIYANI SEMIYA,116,3786.24,669.32,17.68,MM ENTERPRISES
601,14569,DRY DATES 100GM,116,5336.00,2412.80,45.22,BAJAR ITEM
602,53150,ANBU APPALAM-140GMS,115,3392.50,1092.50,32.20,BAJAR ITEM
603,65492,MAGGI MASALA 2MINS MEGA PK,115,9280.26,505.00,5.44,SRI JAYALAKSHMI ENTERPRISE
604,9325,WOOD CLIP 20PCS,115,3416.00,1137.50,33.30,SMILE INDIA
605,51925,SRILALITHA RICE RAVVA 500G,115,3823.75,322.00,8.42,ANNA LAKSHMI STORES
606,13661,HAMSA RICE-5KGS,115,40020.00,1380.00,3.45,BAJAR ITEM
